,class
63014,0
32808,0
39492,0
100522,0
120616,0
6569,1
50511,1
13514,0
44085,0
105483,0
142405,0
1698,0
45843,0
92519,0
95374,0
150067,0
1684,1
149977,1
134589,0
64520,0
122131,0
88555,0
102782,0
32179,0
147501,0
33432,1
52782,0
115363,0
8303,0
132907,0
54110,0
147873,0
50607,0
57132,0
58373,0
106172,0
65047,0
31310,0
86701,0
144625,0
47857,0
119572,0
77400,0
37973,0
97679,1
9417,0
131869,0
52619,0
13046,0
81570,0
24767,0
49840,0
82244,1
77255,0
14153,0
143627,0
96893,0
91464,0
49234,0
55183,1
59143,1
102079,0
143287,0
82499,0
149541,0
74514,0
15338,0
73030,0
20155,0
67947,0
128955,0
146572,0
72811,0
105357,0
63462,0
390,1
125861,0
57793,0
2617,0
195,0
130772,0
101405,0
3363,0
65373,0
10239,0
112318,0
35594,0
23789,0
95767,0
31686,0
87607,0
28553,0
140940,0
16910,0
142934,0
10879,0
114923,0
48571,1
138948,0
21040,0
1961,0
86083,0
76869,0
45085,0
48952,0
117864,0
124249,0
23960,0
93867,0
125609,0
32013,0
5939,0
82558,0
37104,0
142295,0
33037,0
149550,0
127393,0
38460,0
144532,0
101792,0
19333,0
97675,0
92594,0
107458,0
84508,0
30072,1
142043,0
40058,0
6408,0
20373,0
37690,0
3219,0
20660,0
91525,0
38608,0
64362,1
35038,0
17640,0
104965,0
3111,0
106595,0
97120,0
126427,0
140991,1
120508,0
120849,0
68330,0
53805,0
51429,1
49086,0
65410,0
130842,0
31731,0
29010,0
107080,0
75779,0
100344,0
71730,0
54261,0
133685,0
142883,0
123691,0
114283,0
89725,0
120424,0
103904,1
2695,0
63231,0
105110,0
43801,0
91887,0
82934,0
117628,0
79816,0
119286,1
104151,0
4048,0
54679,1
123029,1
100890,0
114982,1
117948,0
34880,0
16627,0
75343,0
5306,0
69221,0
98391,1
141131,0
107033,0
108175,0
125464,0
75573,0
148591,0
148456,0
39993,1
126216,0
131503,0
16920,0
37070,0
15678,0
57928,0
78934,0
141319,0
136054,0
11887,0
107388,0
82848,0
4032,0
143105,0
85601,0
108429,0
60002,0
32839,0
54568,0
30617,0
40014,0
111146,0
121518,0
35113,0
115990,1
92935,0
86472,0
148616,0
67039,0
50449,0
95995,0
116822,0
480,0
114351,0
30274,0
58286,0
146064,0
142515,0
88481,0
97881,0
81820,0
65662,0
105726,0
58655,0
149388,0
32952,0
65821,0
141990,0
141598,0
31051,0
88587,1
58503,0
119254,0
57732,0
16292,0
136625,0
79066,1
86364,0
7538,0
138460,0
33585,0
46653,0
19247,1
146835,0
91970,0
50288,0
125089,0
128844,0
12813,0
113284,0
121524,0
53684,0
70773,0
21661,0
67370,0
77115,0
46261,0
142104,0
3059,0
63945,0
106272,0
33383,1
131172,0
25008,0
134077,0
51353,0
36347,0
103374,0
12783,1
10331,0
150242,0
91090,0
6875,0
61529,0
129924,0
34998,0
25482,0
27046,0
55691,0
7187,0
2590,0
60735,1
40881,0
145645,0
115259,0
110000,0
750,0
44140,0
111843,0
105049,0
128650,0
108964,0
24777,0
90012,0
94172,0
45869,0
105510,0
65455,0
111148,0
16664,0
53415,0
49095,0
143485,0
1713,0
111287,0
90912,0
28355,0
61399,0
140343,0
146231,0
144058,0
81525,0
132235,0
103973,0
129749,0
64762,0
74206,0
12130,0
124468,0
71541,0
51455,1
36014,0
124887,0
31577,0
112321,0
90150,0
34553,0
103854,0
12766,0
86646,0
133588,1
51160,0
552,0
14318,0
56039,0
20803,0
51891,0
51445,1
51285,0
136341,0
93975,0
22749,0
147493,0
93544,0
123998,0
50154,0
117209,0
54488,0
147317,0
23065,0
86598,0
6412,0
32584,0
22550,0
59360,0
136956,1
126761,0
14002,0
10460,0
15182,0
141525,0
66408,0
142601,0
56778,0
68861,1
3395,0
78837,0
89740,0
24027,0
60827,0
1869,0
98076,0
100700,0
8386,0
137090,0
16191,0
123212,0
134704,0
18562,0
90497,0
93573,0
10985,0
24971,0
75794,0
93394,0
35802,1
92420,0
109770,1
125212,0
65009,1
36559,0
83391,1
102853,0
147553,0
102685,0
69672,0
42889,0
139932,0
889,0
88899,0
26133,0
49708,1
50402,0
48628,0
32857,0
64177,0
111667,0
56316,0
59003,0
25677,0
3340,0
111899,0
109814,0
51177,0
129035,0
50461,0
140903,0
47378,0
89432,0
32784,0
73304,0
118915,0
102311,0
107605,0
75130,0
20412,0
78815,0
84825,0
82006,0
38679,0
56814,0
100772,0
29293,0
15431,0
120275,0
144915,1
110371,0
115184,0
7697,0
143992,0
56820,0
47542,0
33484,1
37717,0
13041,0
38475,0
114650,0
14714,0
127262,0
130078,0
114322,0
107668,0
125033,0
133620,1
300,0
39497,0
34726,0
77130,0
87445,0
52275,0
30532,0
113938,0
147919,0
44299,0
84406,0
90574,0
50722,0
75472,0
137745,0
132508,0
35712,0
102120,1
31097,0
45470,0
62426,0
70062,0
110807,0
31773,0
121064,0
146653,0
2582,1
130757,0
84749,0
114881,0
86758,1
83452,0
85457,0
122780,0
48705,0
92457,0
142979,0
118691,0
114577,1
144616,0
128578,0
23943,0
60992,0
138027,0
10303,0
132743,0
71120,0
17360,0
111483,0
143254,0
116301,0
127700,0
110702,0
116393,0
76060,0
50440,0
27628,0
133651,0
54279,1
73880,0
115419,0
15852,0
102824,0
12184,0
71340,0
133632,0
23527,0
80207,0
29040,0
73927,0
100805,0
48823,0
99808,0
30354,0
87143,0
128425,0
39388,0
103454,0
89405,0
117428,0
127871,0
52451,0
72159,0
140092,0
149544,0
41137,0
124185,0
115074,0
79241,0
139514,0
107521,0
12950,0
78766,0
113649,0
2522,0
84700,0
84819,0
38622,0
95158,0
51470,1
10816,0
53400,0
47525,0
27110,1
59933,0
129947,0
14340,0
52090,0
45090,1
96722,0
32380,0
91229,0
5109,0
145577,0
632,0
8569,0
18767,0
43337,0
67465,0
39747,0
16222,0
82303,0
128051,0
446,1
128218,0
53307,0
91281,0
60907,0
34233,0
18081,0
102703,0
74338,0
87732,0
59663,1
93496,0
74164,0
54387,0
138157,0
57640,0
100089,0
109172,0
33925,0
73228,0
62590,1
9529,0
124356,0
58641,0
25835,0
52989,0
97428,0
1344,0
125995,0
147007,0
44710,0
131144,0
66180,0
54462,0
49994,0
145435,0
122185,0
47035,1
145355,0
18007,0
103565,0
106518,0
72801,0
11852,0
53736,0
45384,0
22336,0
127714,0
65392,0
15372,0
94281,0
2708,0
111359,0
45210,0
29856,0
62225,0
12904,0
35202,0
67172,0
91103,1
135344,0
42742,0
75908,0
135330,1
123582,0
112720,0
24822,0
16926,1
139933,0
84742,0
58147,1
115111,0
68802,0
14743,0
113983,0
119374,0
107461,0
141624,0
28080,0
104959,0
79507,0
58214,0
19977,0
29194,0
105855,0
99757,0
106292,0
148647,0
66460,0
44488,0
97597,0
108490,0
131342,1
3608,0
86524,0
72231,0
53364,0
73607,0
26119,0
2057,0
109537,0
89296,0
20766,1
859,0
25447,1
116220,1
62593,0
95667,0
71488,1
58038,0
35602,0
69969,1
133051,0
70781,0
135924,0
121963,0
75038,0
23954,0
9632,0
107271,0
1615,0
92921,0
107126,1
58279,0
143544,0
97742,0
105305,0
149583,0
65108,0
134446,0
40851,0
66825,0
29159,0
84007,0
47397,0
108896,0
137815,0
83642,1
1364,0
64746,0
93310,0
127144,0
84753,0
25549,0
5892,0
64871,0
144592,0
17779,0
47302,0
139157,0
49518,0
82676,0
73968,0
9611,0
130616,0
63035,1
51255,0
27820,0
64255,0
89066,0
14600,0
65418,0
7598,0
5700,0
81606,1
16861,0
917,0
120716,0
31654,0
63250,0
82794,1
16583,0
57270,0
41175,0
80124,0
128704,1
115610,0
125642,0
54251,0
23661,0
81686,0
16396,0
143125,0
65054,0
104214,0
41955,0
1787,0
106731,0
20250,0
142009,1
105016,0
21686,0
78355,0
79243,0
139431,0
25751,0
118287,0
21414,0
18662,0
85165,1
59861,1
57651,0
126462,0
1645,0
115121,0
141179,0
42626,0
2881,0
1251,0
106654,0
122726,0
27557,0
11717,0
67846,0
65458,0
28680,0
46437,1
83670,0
66383,0
121925,0
90941,0
134021,0
79418,0
102535,0
28021,0
128700,0
46895,0
148566,1
77716,0
47043,0
35312,0
115480,0
143038,1
37819,0
119525,0
6123,0
29325,0
10862,0
144755,0
28612,0
15737,0
106997,0
17653,0
92606,0
50330,0
55958,0
9019,0
33840,0
123644,0
119523,0
141207,0
87701,0
119289,0
64723,0
19354,0
87235,1
145121,0
145510,0
105585,0
62530,0
145973,0
54831,0
26093,0
52796,0
13973,0
114428,0
147993,0
102451,0
123903,0
150423,1
109616,0
17303,0
70618,0
81144,0
103516,0
130489,0
81577,0
124465,0
76804,0
60242,0
57004,0
115526,0
133485,0
95334,0
24784,0
41395,0
75664,0
104418,0
149658,0
129469,0
76849,0
95902,0
78300,0
75497,0
65486,0
106458,0
11467,0
115379,0
22118,0
31145,0
149052,0
38667,0
52729,0
72088,0
19677,0
12218,0
39963,1
65216,0
46192,0
39375,0
55129,0
41678,1
101242,0
141800,0
123108,0
52998,0
5449,0
147833,0
7523,0
41601,0
131323,0
110817,0
147974,0
140741,0
113153,0
67429,0
4200,0
74495,0
133782,0
68064,1
94979,0
105256,0
35854,0
13759,0
12313,0
117444,0
28369,0
59828,0
61125,0
52109,0
88057,0
95266,0
33421,0
120290,0
818,0
131024,0
136110,0
81071,0
96558,0
26861,1
39530,0
31100,0
22760,0
40875,0
75143,0
31222,0
56292,0
32002,0
65084,0
77350,0
126676,0
12370,1
23258,0
55706,0
115190,0
43947,0
47657,0
96764,0
23467,1
31666,1
122735,0
77192,0
16239,0
54886,0
78079,0
109603,1
120228,0
31755,0
149975,0
90008,0
55777,0
143594,0
114317,0
110101,0
54756,0
28814,0
70264,0
25922,0
141081,0
53230,0
3503,0
103832,0
49879,0
7791,0
26637,0
8425,0
36456,0
27702,0
91262,0
122734,1
59128,0
17877,0
139530,0
42462,0
42301,0
114459,0
787,0
103941,0
4468,0
68209,0
67613,0
73368,0
61275,1
86209,0
25426,1
145508,0
134898,0
63565,0
31550,0
9511,0
111415,0
124096,1
73768,0
15529,0
121557,0
99360,0
87427,0
128137,0
79068,0
107512,0
13751,0
86199,0
123856,0
113523,0
142523,0
148856,0
4947,0
50908,1
56829,0
75266,0
24722,0
139411,0
131139,0
35578,0
85413,0
72377,0
9704,0
109502,0
102280,0
42812,0
95721,0
126544,0
60490,0
57142,0
116928,0
61201,0
45832,0
112613,0
60571,0
70379,0
81787,0
74980,0
124800,0
11404,0
76551,0
19495,0
82827,0
146553,0
105921,0
68190,0
138058,0
48544,0
27401,0
14343,0
109301,0
67481,0
80510,0
1747,0
118128,0
79774,0
118932,0
64937,0
82822,0
84260,0
140024,0
3701,0
142674,0
59944,0
74740,0
81792,0
138807,0
126452,0
85069,0
60704,0
70119,0
16894,0
74101,0
10866,0
57987,1
77558,0
78120,0
53249,0
48633,0
21069,0
21370,0
63484,0
91685,0
148414,0
125899,0
37114,0
141234,0
55066,0
70565,0
104339,0
22905,1
23009,1
76121,0
11523,0
32552,0
52253,0
136504,0
13877,0
78664,0
130151,0
42835,0
17864,0
25552,0
71433,0
130624,0
36895,0
145617,0
16608,0
5301,0
85616,0
63746,0
114580,0
62597,0
78063,0
121288,0
137933,0
131203,0
129188,0
145043,0
139923,0
109992,0
81027,0
122366,0
88267,0
145984,0
128216,0
110546,0
92788,0
96468,0
129822,0
57691,1
49775,0
127049,0
108678,0
103861,0
128045,0
50636,0
94315,0
134537,0
98753,0
24938,0
107459,0
38175,0
17982,0
45497,1
137972,0
117126,0
61625,0
124139,0
16018,0
88604,0
65376,0
5909,0
103997,0
8186,1
124107,1
137179,0
62449,0
81572,0
109131,0
139940,0
146957,1
146909,0
80874,0
54668,0
146990,0
46789,0
52274,0
79497,0
148758,0
59228,0
144688,0
63390,0
32635,0
85485,0
130717,0
14130,0
128464,0
96829,0
62550,0
93952,0
148085,0
109690,0
2526,0
62819,0
87731,1
33468,0
125818,0
19238,0
128204,0
143616,0
8392,0
62482,0
56719,0
43509,0
74385,0
5546,0
42167,0
100675,0
99815,0
99573,0
39255,0
16034,0
75600,0
73372,0
99004,0
101347,1
118686,0
83195,0
71971,0
61118,0
45182,0
97169,0
111498,0
119542,0
5723,0
150160,0
32427,0
73795,0
31983,0
95812,1
25978,0
80899,0
26691,0
42661,0
46617,0
18781,0
15132,0
80123,0
61585,0
21026,0
5570,0
23497,0
113384,0
118564,0
142321,0
8910,0
142532,0
37784,0
126600,0
71190,0
98955,0
80126,0
133879,0
94368,0
116337,0
76016,0
138466,0
15947,0
55707,0
979,0
62016,1
30580,0
21867,0
86080,0
52697,0
94830,0
91519,0
49951,1
94992,1
45515,0
11881,0
44910,1
107345,0
97835,0
88866,0
139808,0
88228,0
9110,0
26293,0
115359,0
115102,0
148590,0
67501,0
52261,0
133313,0
125397,1
109799,0
40185,0
66187,0
144056,0
145131,0
144865,0
44607,1
738,0
53764,0
53926,0
88619,1
49783,0
35134,0
136186,0
30708,0
142841,0
73641,0
46849,0
24450,0
21743,0
30512,0
51250,0
18263,0
61962,1
34898,0
142173,0
39385,0
41071,0
48762,0
2764,0
59646,0
104428,0
136369,1
10665,0
36238,0
137101,0
35784,0
117015,1
1628,0
34916,0
138467,0
135886,0
148992,0
4773,0
108614,0
20130,0
16857,0
29078,0
99636,0
147908,0
121682,1
11822,0
109499,0
21692,0
38479,0
104710,0
55917,0
47788,0
9416,0
127078,0
13825,0
141510,0
101747,0
56311,0
92769,1
91025,0
122472,0
92589,0
71931,0
17189,0
75970,1
12655,0
62682,0
109205,0
92678,0
72218,0
76057,0
126885,1
127051,0
98770,0
130181,0
111110,0
106649,0
75510,0
53607,0
49596,0
10253,0
60636,0
4394,0
9172,1
110946,0
134121,0
60165,1
140874,0
124538,0
113597,0
19597,0
94058,0
142074,0
57231,0
143873,0
134610,0
18255,0
85274,0
115353,0
36292,0
105476,0
97388,0
29893,0
61829,0
73864,0
116609,0
89101,0
13478,0
131362,0
100371,0
21448,0
47597,0
66822,0
58677,0
148668,0
85833,1
85865,0
84793,0
148700,0
119088,0
104929,0
45510,0
78868,0
20691,0
51626,0
136794,0
60119,0
64895,0
39797,1
96846,0
7156,0
15576,0
112222,0
31603,0
8671,0
92443,0
13996,1
95358,0
79456,0
111604,0
136087,0
127011,0
72388,0
116820,0
67758,0
22378,0
95491,0
133213,0
75336,0
116629,0
124833,0
68903,0
138176,0
56012,0
96160,0
15647,0
131645,0
23713,0
5587,0
35847,0
18397,0
144837,0
133458,0
2794,0
16208,0
149596,0
117968,1
135713,0
115586,0
72563,0
98278,0
39578,0
94235,0
126116,0
130128,0
31059,0
85913,0
84576,0
753,0
92944,0
141455,0
91823,0
39244,0
148652,0
11735,0
94764,0
850,0
844,0
113180,0
119379,0
44100,0
120046,0
82282,0
83085,0
95188,0
9866,0
37424,1
62901,1
14349,0
64380,0
11015,0
17647,0
89751,0
44242,0
130863,0
136999,0
104628,0
79758,0
101604,0
34587,0
146746,0
31785,0
34008,0
111219,0
36076,0
9106,0
142090,0
137724,0
44124,1
5971,0
89235,0
9523,0
141660,0
90786,0
73032,0
36258,0
32823,0
128563,1
137431,0
37071,0
16641,0
67700,0
70122,0
137344,0
70665,0
59662,0
101704,0
113760,0
112999,0
111014,0
133960,0
8794,0
123601,0
123298,0
89783,0
131798,0
114772,0
115280,0
107066,0
14612,0
138684,0
121437,0
28885,0
105044,0
124375,0
88210,0
94283,0
95535,1
40931,0
10263,0
99263,0
63082,0
117026,0
21566,0
85633,1
105780,0
22724,0
37467,0
131823,0
132911,0
136678,0
93956,0
127366,0
83261,1
127480,0
74355,0
119978,0
125539,0
46034,0
85811,0
145860,0
85553,0
97856,0
63960,0
103056,0
98038,1
20933,0
87518,0
58818,1
74482,0
148574,0
21065,0
72304,0
54265,0
29605,0
72140,0
4133,0
119986,0
1860,0
11354,0
29005,0
124152,1
21604,0
35273,0
107681,0
125172,0
94569,0
145364,1
102717,0
75679,0
62667,0
19064,0
47992,0
108704,0
86782,0
41258,0
32910,1
95363,0
128486,0
84056,0
17338,0
76610,0
48639,0
130053,0
101266,0
21666,0
70540,0
27670,0
95789,0
85160,1
117920,0
111895,0
15797,0
48408,0
121873,0
151075,0
99973,0
2613,0
90791,0
131081,0
56707,0
65383,0
4244,0
96349,0
28066,0
36852,0
120002,0
25576,0
88972,0
144975,0
38976,0
138046,0
23694,0
54303,0
63298,0
61377,0
26402,0
50901,0
85093,0
12065,0
15125,0
89429,0
96715,0
143251,0
24468,1
70685,0
123800,0
142065,0
20128,1
2297,1
22155,1
125690,0
42284,0
133544,0
137910,1
129258,0
139130,0
35092,0
40764,1
68706,0
96989,0
75273,0
74447,0
136709,0
96145,1
8570,0
117349,0
122579,0
127679,1
92876,0
38386,0
99483,1
49610,0
149964,0
91227,0
12648,0
94517,1
143821,1
2544,0
104148,1
31480,0
137884,0
76129,1
123797,0
105924,0
134981,0
99142,0
71956,1
56289,0
53438,0
110051,0
11465,0
19834,0
62748,0
57894,0
106247,1
88609,0
36320,0
11636,0
133826,0
38867,0
94606,0
140616,0
139897,0
73485,0
91447,0
151007,0
109188,0
112188,0
23162,0
18828,0
86979,0
71193,0
81310,0
140030,1
12340,0
81381,0
53666,0
86506,0
65712,0
145134,1
45321,0
50936,0
137722,0
104599,0
99722,0
56182,0
53107,0
118857,0
140642,0
110926,0
121566,0
135496,0
117777,0
108449,0
85909,1
32546,0
91961,0
116841,0
125626,0
41484,0
2036,0
141967,0
117091,0
100016,0
110634,1
111474,1
81387,0
97425,1
113596,0
76718,0
58883,0
80309,0
94926,0
115324,0
87953,0
118922,0
15188,0
135865,0
61075,0
123290,0
29052,1
110667,0
40806,1
48606,0
102474,0
9472,0
44802,0
76856,0
29060,0
87375,0
98446,0
134868,0
12157,0
59803,1
33890,0
132507,0
28200,1
89427,1
145102,0
52742,0
148252,0
130427,0
105465,0
10909,1
70459,0
95049,0
85006,0
149063,0
55647,0
141177,1
99204,0
27849,0
83065,0
93484,0
105475,0
36419,0
33731,0
54885,1
38983,0
109053,0
56126,0
82733,0
109034,0
138239,0
66039,0
105226,0
124649,0
124236,1
100784,0
18795,0
93077,0
97643,0
113435,0
88126,0
136220,1
69196,0
132874,1
119797,0
2498,0
13623,1
113149,0
59044,0
9378,0
84381,0
109372,0
138391,0
84873,0
99228,0
131261,0
113625,0
12888,0
90409,0
85444,0
57849,1
106767,0
111220,0
20107,0
78521,0
98783,0
89149,1
64903,0
31647,0
23374,0
118864,0
83327,0
32228,1
42997,0
48510,0
106678,0
66751,0
74099,0
80031,0
93047,0
6056,0
130730,1
84388,0
43823,1
76714,0
143756,0
60767,1
107158,0
143532,0
26274,0
77581,0
137131,1
275,0
29323,0
92644,0
38373,0
16635,0
41188,0
126399,0
55901,0
125843,0
72869,1
104397,0
57096,0
137085,0
149199,0
119062,0
78553,0
15569,0
119179,0
93051,0
96533,0
66598,0
150398,0
100644,0
35342,0
104864,0
31000,0
132038,0
107178,0
66198,0
3087,1
149290,0
87398,0
21340,1
20062,1
38564,1
60789,0
83232,0
18647,0
10099,0
146621,0
129802,0
102167,0
47113,0
40300,0
23396,0
116643,0
84226,0
124365,0
138090,0
8020,0
107417,0
144919,0
9755,0
40743,0
117745,0
67177,0
80717,0
8031,0
140698,0
34332,0
110682,0
118036,0
13132,1
44219,0
101754,0
114441,0
50986,1
3312,0
115297,0
63953,0
19868,0
11341,0
84420,0
126757,0
146820,0
58952,0
33467,0
71923,0
15495,0
121951,0
46854,0
115321,0
106361,0
85790,0
60306,0
91914,0
31719,0
28993,0
109667,0
112307,0
73111,0
36460,0
132917,0
14258,0
83397,1
15436,0
64833,0
85370,1
144255,0
2740,0
9564,0
144699,0
147669,0
5799,0
143392,0
140364,0
1246,0
96215,0
23429,0
41843,0
131532,0
44184,1
104728,0
53053,0
131836,0
20134,0
113637,0
38931,0
119236,0
114195,0
103517,0
145525,0
84288,0
115103,1
77224,0
119984,1
44437,1
117490,1
4009,0
6426,0
97780,0
58615,0
29408,0
2930,0
65935,0
105364,0
53897,0
112082,0
99306,0
114189,0
110585,1
99883,0
109461,0
17341,0
73637,0
89938,0
22731,1
138024,1
133846,0
77098,0
99656,0
18977,0
40315,1
115108,0
56982,0
117264,0
47301,0
23733,0
1805,0
102492,0
77061,0
35006,0
102537,0
139941,0
58637,1
22799,0
23266,0
107086,0
132331,1
63038,0
124183,0
14283,0
40852,0
51814,1
49903,0
31822,0
113542,0
127087,1
144856,0
123898,0
49629,0
127674,0
59804,0
109108,0
143412,0
17835,0
57469,1
82516,0
110884,0
100763,1
56633,0
25955,0
99683,0
101786,1
42858,1
32628,1
133064,0
103499,0
83713,0
94600,0
61113,0
121425,0
58541,0
118292,0
130191,0
40498,0
97550,0
79495,0
110288,0
92131,0
37719,0
14146,0
24118,0
1785,0
84714,0
85512,0
80923,1
38261,0
88047,1
50915,0
79861,0
98815,0
101140,0
108169,1
53585,0
16729,0
132566,0
18558,0
100991,0
58351,0
111298,0
141479,0
95226,0
20981,1
23389,0
17363,0
107800,0
78205,0
58309,0
147451,0
27428,0
42974,0
47130,0
67302,0
118024,0
82920,1
120134,0
106491,0
133061,0
134970,0
124595,0
59836,0
89388,0
126378,1
129793,1
94643,0
84539,0
132156,0
39124,0
105905,0
43755,0
113309,0
62250,0
102360,0
119619,0
54140,1
50925,0
68512,0
91060,1
124739,0
115133,0
90923,0
5240,0
145489,0
42211,0
10786,0
127431,1
21146,0
35616,0
71977,0
16785,0
40171,0
133120,0
21853,0
2487,0
14160,1
24380,0
100831,0
31502,0
26232,0
80517,0
17655,0
91479,0
37116,0
123580,1
142514,0
37571,0
6210,0
77010,0
112246,0
70846,0
31374,0
107004,0
27224,0
100358,0
23551,0
91515,0
22969,0
12737,0
35322,0
119887,0
114918,0
92229,0
42818,0
38146,0
5922,0
69591,0
65143,0
20347,0
127907,0
62606,0
45436,0
127244,1
32160,1
82224,0
83669,0
101797,1
59845,0
52519,0
25466,0
94546,0
31191,0
68499,1
2987,0
81718,1
31327,0
129390,0
13661,0
645,0
12931,1
57288,0
41839,0
147163,0
121673,0
14020,1
131705,0
35494,0
37743,0
96929,0
109243,0
948,1
66496,1
98561,0
99154,0
27912,0
85180,1
126711,0
95250,0
105398,0
24085,0
81386,0
119285,0
71777,0
46947,0
126891,0
140417,0
101867,0
141418,1
21433,0
110859,0
109635,0
142076,0
6586,0
103515,0
1772,0
92449,0
145688,0
1068,0
7525,0
14641,0
78695,0
40281,1
11062,0
27309,0
123652,1
25305,0
115514,0
22424,1
112754,0
60361,0
63361,0
55579,0
55983,1
37506,0
103876,0
6492,0
122083,0
67466,0
49885,0
113189,1
4354,1
33062,0
64020,0
119717,0
102016,0
106664,0
43576,1
83511,0
2085,0
14041,0
86900,0
41241,0
27582,0
107663,0
12122,0
7179,0
84699,0
59530,0
17967,0
74314,0
37191,0
34660,0
73542,0
77985,0
137184,0
21491,1
13933,0
40715,0
81637,1
110204,0
46429,0
122577,0
69697,0
34893,0
117122,1
97752,1
126962,0
105084,0
118671,0
126341,0
73251,0
120510,0
42372,0
111280,0
137357,1
149955,0
39870,0
48525,0
61272,0
21498,0
89543,0
53848,0
150569,0
40699,0
87806,0
44511,0
150070,1
9093,0
45049,0
66301,1
18696,0
30081,0
7070,0
33976,0
99273,0
61826,0
137320,0
111441,0
146761,0
80168,0
91992,0
102215,1
53641,0
137735,0
144203,0
111336,0
127800,0
39042,1
25337,1
123403,0
78863,0
96490,0
11695,1
36757,0
76499,0
45378,0
23811,0
48604,0
106465,0
148090,0
85915,0
1680,0
53491,0
59728,0
98181,0
22221,0
98500,0
114591,0
42771,0
81590,1
82394,0
16870,0
105899,0
44576,0
27514,0
97940,0
69154,0
141955,0
55393,0
66748,0
126838,0
85208,1
57415,0
85973,0
87501,0
1709,0
130684,0
78440,0
63204,0
81212,0
144374,1
104986,0
30739,0
41711,0
10864,0
90850,0
8564,0
81252,0
125241,0
1702,0
96198,0
43388,0
150760,1
79129,0
118737,0
78005,0
26677,0
118661,0
27371,0
101251,0
39917,0
24704,0
130957,0
9287,0
56487,0
136293,0
143506,0
27570,0
121269,0
140605,0
102731,0
80452,0
65202,0
60929,0
45938,1
59133,0
62146,0
65950,0
124222,0
95943,0
19886,0
60348,0
43475,0
132950,0
16125,0
106164,0
83879,0
70212,0
62230,0
68924,1
130839,0
72907,0
65138,0
130107,0
94408,1
149671,0
115592,1
5092,0
20471,0
137445,0
80885,0
59331,0
113776,0
23875,0
60870,0
86161,0
107743,0
134570,0
151098,0
151103,0
71293,0
17071,0
73664,0
34637,0
77884,0
61393,0
74783,0
148809,0
145158,1
124242,0
53028,0
88108,0
42906,0
132855,0
7711,0
135701,0
139912,0
127721,0
91565,0
10166,0
63906,0
66919,0
30593,0
17498,0
109862,1
128608,0
117758,0
7374,0
91212,0
22145,0
35260,0
32164,0
16373,1
145924,0
125479,1
49748,0
124542,1
99321,0
10362,0
115814,0
47434,0
102352,0
118624,0
118970,0
61343,0
92288,0
17600,0
6321,0
70946,0
59217,0
86264,0
148024,0
78400,0
54947,0
110013,0
51371,0
39761,0
110049,1
108106,1
60445,0
15100,0
108251,0
37903,0
119555,0
38289,0
115782,0
9394,0
101462,0
105563,0
52027,0
9591,0
19454,0
29724,0
84000,0
88571,1
54411,0
104250,1
99535,0
111849,0
101957,0
49564,0
71171,0
61400,0
136540,0
232,0
118487,0
114958,0
20095,0
67715,0
115912,0
145622,0
3965,0
45666,0
36469,0
55602,0
74761,1
35264,0
42323,0
104874,0
150862,0
119051,1
50751,0
104924,0
36711,0
119440,0
101178,0
110560,0
135205,1
56952,0
24351,0
15006,0
36191,0
90437,0
84204,0
49451,0
70640,0
137421,1
110538,0
5906,0
84675,0
130007,0
141379,0
135432,0
42391,0
113606,0
76888,0
114768,0
50059,0
73680,0
120428,0
138739,0
24757,0
87523,0
15830,0
149497,0
116198,1
98701,0
86541,0
44952,1
2692,0
23972,0
6490,1
148602,1
60868,0
113747,0
74987,0
25224,0
52799,1
75554,0
40170,0
144574,0
73985,0
41606,0
86990,0
131887,1
15437,0
72411,0
138920,0
115772,0
41498,0
145603,0
108316,0
66256,0
141848,0
11746,0
142586,0
60378,0
39702,0
58217,0
49996,0
115988,0
28152,0
60370,0
48862,0
36987,0
5853,0
134467,0
24806,0
39069,0
146891,0
122106,0
139630,0
112531,1
80195,0
59926,0
48896,0
82082,0
94956,0
66110,0
98552,0
27597,0
91814,0
6645,0
124126,1
20421,0
103706,0
147372,0
46168,0
90009,0
118752,0
86799,0
126859,0
4738,0
144404,0
100103,0
35036,0
103053,0
23859,0
42317,0
118977,0
22237,0
49364,0
41488,0
73698,0
102223,0
133412,0
144092,0
69603,0
118170,0
122856,0
144664,0
122750,0
104389,0
71917,0
96142,0
18532,0
62521,0
4190,0
115630,1
41665,0
57763,0
91560,0
71401,0
139613,0
76984,0
39344,0
101308,0
87976,0
76380,1
128829,0
125465,0
124737,0
53069,0
32365,0
105160,0
105791,0
111418,0
54282,0
127981,0
28986,0
38935,0
28373,0
48798,0
46650,0
68542,0
87782,0
81988,0
141032,0
93994,0
35691,0
28187,0
31034,0
98813,0
95370,0
20064,0
103737,0
147492,0
122627,0
11397,1
83410,0
131982,0
14461,0
133647,0
115407,0
63839,0
122995,0
2233,0
57926,0
39808,0
46618,0
3204,0
52888,0
49018,0
23233,0
4373,0
38649,0
3502,0
103368,0
126247,0
62737,1
101193,0
69671,0
42873,0
54964,0
47976,0
81971,0
118009,1
128415,0
111331,1
44852,0
118868,0
31433,0
13680,0
82020,1
80050,0
92483,0
131106,0
83908,0
67286,0
59615,0
85050,0
119675,0
69985,0
74519,0
98966,0
145730,0
26467,0
68379,0
16395,0
127512,0
18483,0
135634,0
65858,0
37742,0
89150,0
125568,0
